text,intent
collection ng basura,unrelated_garbage
grabe walang kuryente sa indalasa?,unrelated_electricity
maputik sa mapayag!!!,contaminated_water
assistance please.,reach_admin
reklamo sa bill sa barangay 4...,bill_dispute
saan makakabili ng pagkain sa miglamin!,unrelated_general
hi sa barangay 4!,greeting
may asong pagala-gala sa st. peter...,unrelated_general
walang signal sa barangay 2 agad.,unrelated_internet
sira ang tubo.,report_leak
pa-check ng linya sa indalasa paki!!!,request_maintenance
nagbubuhos ang tubig sa barangay 3!,report_leak
maling bill sa manalog!,bill_dispute
paki tumatagas!,report_leak
masyadong maingay ang kapitbahay grabe!!!,unrelated_general
tulong po sa capitan angel!!!,reach_admin
magkano bill ko sa barangay 3 tulong...,check_bill
sira ang globe sa sinanglanan!!!,unrelated_internet
collection ng basura ngayon na...,unrelated_garbage
sirang metro sa barangay 10 grabe.,broken_meter
baha sa loob sa barangay 2!!!,emergency_shutoff
magkano babayaran sa san jose tulong.,check_bill
tanggap ba ng gcash sa barangay 7,payment_inquiry
sirang metro sa aglayan grabe.,broken_meter
agad magandang araw sa barangay 5.,greeting
maputik,contaminated_water
problem sa metro!!!,broken_meter
makausap ang admin sa bangcud agad,reach_admin
walang signal sa caburacanan?,unrelated_internet
tulong magpapakabit ng tubig!,request_maintenance
tumatagas sa st. peter paki!,report_leak
balance ko sa cabangahan nakakainis...,check_bill
maintenance request please lang!!!,request_maintenance
agad kumusta?,greeting
emergency shutoff?,emergency_shutoff
butas na tubo paki.,report_leak
ngayon na maintenance request sa barangay 2?,request_maintenance
hindi nakolekta ang basura,unrelated_garbage
sirang metro sa barangay 10...,broken_meter
agad maling bill sa barangay 4!,bill_dispute
pa-repair sa barangay 5...,request_maintenance
nawala ang internet sa aglayan agad!,unrelated_internet
agad makausap ang admin sa barangay 6,reach_admin
mahinang tulo?,low_pressure
masyadong maingay ang kapitbahay grabe,unrelated_general
patay sindi kuryente sa mapulo,unrelated_electricity
paki hello...,greeting
please lang check ng bill sa barangay 10.,check_bill
tulong kulay brown sa manalog...,contaminated_water
walang kuryente sa san jose paki!,unrelated_electricity
check ng bill sa busdi?,check_bill
nawalan ng tubig grabe.,no_supply
brownout dito!!!,unrelated_electricity
payment options sa barangay 6,payment_inquiry
please lang kailan babalik ang kuryente!,unrelated_electricity
walang pressure.,low_pressure
peso loan sa barangay 10?,unrelated_general
paki may tagas.,report_leak
kulay brown sa barangay 3 grabe?,contaminated_water
ayaw umikot ng metro sa kibalabag,broken_meter
pa-repair sa sinanglanan...,request_maintenance
saan itatapon ang basura sa barangay 4 please lang,unrelated_garbage
ngayon na magkano bill ko sa barangay 2!,check_bill
paayos ng kalsada!,unrelated_road
sira ang poste ng kuryente paki!!!,unrelated_electricity
hindi nakolekta ang basura sa poblacion...,unrelated_garbage
grabe sirang metro.,broken_meter
tumatagas sa managok paki?,report_leak
sira ang kalsada.,unrelated_road
walang pressure please lang,low_pressure
walang pressure?,low_pressure
traffic jam,unrelated_road
grabe baha sa loob sa zamboanguita!,emergency_shutoff
sira ang poste ng kuryente sa capitan angel please lang!!!,unrelated_electricity
grabe mabagal ang internet?,unrelated_internet
may lubak sa managok?,unrelated_road
paki nawalan ng tubig sa mapulo!,no_supply
nakakainis isara ang valve sa san jose!!!,emergency_shutoff
tulong sira ang globe...,unrelated_internet
walang wifi sa maligaya...,unrelated_internet
paki sira ang tubo sa barangay 1!,report_leak
ngayon na hello sa maligaya!!!,greeting
sira ang kalsada sa barangay 8,unrelated_road
grabe balance ko sa busdi.,check_bill
please lang makausap ang admin sa poblacion?,reach_admin
grabe kailan babalik ang kuryente sa barangay 5!!!,unrelated_electricity
mahinang tulo!,low_pressure
grabe sirang metro,broken_meter
message sa support sa aglayan tulong!,reach_admin
please lang maduming tubig sa cabangahan!,contaminated_water
guba ang metro paki,broken_meter
mababa ang pressure sa san jose.,low_pressure
problem sa metro sa barangay 9!,broken_meter
emergency shutoff!,emergency_shutoff
saan itatapon ang basura,unrelated_garbage
agad may asong pagala-gala!,unrelated_general
tulong collection ng basura sa laguitas!,unrelated_garbage
reklamo sa bill please lang,bill_dispute
paki-patay ang tubig sa cabangahan nakakainis,emergency_shutoff
agad collection ng basura...,unrelated_garbage
paki magpapakabit ng tubig sa silae...,request_maintenance
emergency shutoff sa barangay 9 ngayon na?,emergency_shutoff
patay sindi kuryente sa can-ayan?,unrelated_electricity
ngayon na ayaw umikot ng metro sa miglamin,broken_meter
paki walang wifi!!!,unrelated_internet
bayarin sa tubig sa barangay 4...,check_bill
overcharging sa poblacion ngayon na.,bill_dispute
magpapakabit ng tubig sa silae ngayon na?,request_maintenance
ngayon na maputik...,contaminated_water
peso loan sa can-ayan please lang?,unrelated_general
may tagas sa managok agad,report_leak
bakit ang laki ng bill sa managok...,bill_dispute
maling bill sa maligaya.,bill_dispute
hindi nakolekta ang basura sa barangay 3,unrelated_garbage
nakakainis pakausap sa staff!!!,reach_admin
maduming tubig tulong...,contaminated_water
saan makakabili ng pagkain sa barangay 10 tulong...,unrelated_general
makausap ang admin sa zamboanguita.,reach_admin
paki hinahina ng connection,unrelated_internet
mahina ang daloy sa capitan angel paki!,low_pressure
hindi malinis ang tubig sa barangay 2 ngayon na.,contaminated_water
magpapakabit ng tubig sa san jose!,request_maintenance
nakakainis bakit walang tubig.,no_supply
nanakaw na metro sa st. peter agad?,broken_meter
bakit walang tubig sa magsaysay?,no_supply
nakakainis emergency shutoff?,emergency_shutoff
nakakainis may tagas?,report_leak
saan itatapon ang basura.,unrelated_garbage
collection ng basura!!!,unrelated_garbage
check ng bill sa aglayan?,check_bill
bayarin sa tubig sa miglamin,check_bill
check ng bill sa can-ayan!!!,check_bill
nakakainis hindi nakolekta ang basura!!!,unrelated_garbage
emergency stop sa san jose.,emergency_shutoff
bakit walang tubig sa casisang please lang...,no_supply
bayad sa online agad,payment_inquiry
ngayon na nanakaw na metro sa managok.,broken_meter
maling reading sa barangay 1.,bill_dispute
please lang hindi nakolekta ang basura sa barangay 3?,unrelated_garbage
nakakainis bayarin sa tubig...,check_bill
paano magbayad sa barangay 6!,payment_inquiry
gusto ko kumain sa barangay 11 tulong!,unrelated_general
mahinang tulo...,low_pressure
isara ang valve sa barangay 8 nakakainis!!!,emergency_shutoff
tuyo ang gripo!,no_supply
patay sindi kuryente ngayon na,unrelated_electricity
ngayon na walang kuryente,unrelated_electricity
paki baha sa loob!,emergency_shutoff
pa-check ng linya sa poblacion grabe?,request_maintenance
walang signal sa kibalabag!!!,unrelated_internet
tanggap ba ng gcash ngayon na!!!,payment_inquiry
agad collection ng basura...,unrelated_garbage
may asong pagala-gala!,unrelated_general
sirang metro sa barangay 8 paki,broken_meter
gusto ko kumain please lang!!!,unrelated_general
collection ng basura sa barangay 8...,unrelated_garbage
nakakainis nawala ang internet sa barangay 6.,unrelated_internet
may lubak sa kulaman paki?,unrelated_road
maling reading sa mapayag.,bill_dispute
maling reading sa kibalabag please lang!,bill_dispute
grabe putol ang tubig sa mapulo?,no_supply
overcharging sa barangay 5 paki!!!,bill_dispute
tanggap ba ng gcash sa sumpong!,payment_inquiry
assistance please sa barangay 7 ngayon na.,reach_admin
saan makakabili ng pagkain please lang!!!,unrelated_general
gusto ko kumain sa barangay 3...,unrelated_general
check ng bill sa barangay 3,check_bill
emergency stop sa barangay 3 please lang.,emergency_shutoff
mahinang tulo sa linabo,low_pressure
walang tubig,no_supply
ngayon na sirang metro?,broken_meter
pa-check ng linya sa caburacanan?,request_maintenance
may tagas!!!,report_leak
walang signal tulong?,unrelated_internet
tulong emergency shutoff...,emergency_shutoff
magkano babayaran sa zamboanguita?,check_bill
emergency stop sa barangay 10 grabe.,emergency_shutoff
kulay brown sa miglamin!!!,contaminated_water
traffic jam sa sinalac,unrelated_road
magandang umaga sa kibalabag,greeting
pakausap sa staff sa casisang paki!,reach_admin
magandang umaga...,greeting
nagbubuhos ang tubig sa can-ayan please lang!!!,report_leak
assistance please...,reach_admin
paki pa-repair!!!,request_maintenance
nakakainis emergency stop sa barangay 5...,emergency_shutoff
paayos ng kalsada...,unrelated_road
may asong pagala-gala sa silae.,unrelated_general
pa-repair sa indalasa!!!,request_maintenance
may asong pagala-gala sa zamboanguita!!!,unrelated_general
bakit walang tubig agad?,no_supply
overcharging grabe...,bill_dispute
nakakainis emergency stop sa casisang!!!,emergency_shutoff
hindi gumagana ang street light sa barangay 4,unrelated_road
patay sindi kuryente sa barangay 6.,unrelated_electricity
paki saan makakabili ng pagkain?,unrelated_general
hinahina ng connection sa kibalabag.,unrelated_internet
tulong nagbubuhos ang tubig.,report_leak
peso loan sa indalasa paki.,unrelated_general
tulong maduming tubig sa barangay 6!,contaminated_water
problem sa metro?,broken_meter
hi?,greeting
walang kuryente sa barangay 9...,unrelated_electricity
magkano bill ko!,check_bill
may tagas ngayon na...,report_leak
brownout dito sa barangay 8,unrelated_electricity
po!,greeting
balance ko,check_bill
kulay brown sa barangay 3,contaminated_water
brownout dito sa st. peter.,unrelated_electricity
may tagas sa barangay 5...,report_leak
mahinang tulo!!!,low_pressure
paayos ng kalsada please lang!!!,unrelated_road
reklamo sa bill sa barangay 6 grabe,bill_dispute
mabaho ang tubig sa maligaya.,contaminated_water
brownout dito.,unrelated_electricity
please lang walang tubig sa barangay 5,no_supply
ngayon na patay sindi kuryente sa barangay 1...,unrelated_electricity
tulong po tulong,reach_admin
please lang mabaho ang tubig sa barangay 2,contaminated_water
hindi makaakyat sa 2nd floor sa sinalac paki?,low_pressure
paki mabaho ang tubig!,contaminated_water
tulong po sa san jose,reach_admin
saan ang ospital sa indalasa grabe.,unrelated_general
please lang brownout dito.,unrelated_electricity
paano magbayad agad...,payment_inquiry
balance ko!!!,check_bill
brownout dito grabe...,unrelated_electricity
gusto ko kumain sa barangay 6,unrelated_general
walang kuryente!!!,unrelated_electricity
tuyo ang gripo sa aglayan!,no_supply
kulay brown sa manalog!!!,contaminated_water
overcharging.,bill_dispute
ngayon na tanggap ba ng gcash sa laguitas...,payment_inquiry
mababa ang pressure sa mapayag!,low_pressure
sira ang tubo sa bangcud...,report_leak
sira ang globe sa barangay 4!,unrelated_internet
hindi gumagana ang street light sa mapayag!,unrelated_road
maling bill sa san jose grabe!,bill_dispute
agad check ng bill sa barangay 6.,check_bill
paki assistance please sa kibalabag,reach_admin
isara ang valve sa manalog grabe...,emergency_shutoff
tulong gusto ko kumain sa sumpong!,unrelated_general
pa-repair!!!,request_maintenance
bayad sa online sa barangay 8,payment_inquiry
grabe traffic jam!!!,unrelated_road
overcharging!!!,bill_dispute
tanggap ba ng gcash sa barangay 2!,payment_inquiry
emergency shutoff sa barangay 9 nakakainis.,emergency_shutoff
makausap ang admin sa laguitas!,reach_admin
collection ng basura.,unrelated_garbage
saan itatapon ang basura sa sinalac...,unrelated_garbage
collection ng basura sa san jose please lang,unrelated_garbage
bagong connection sa barangay 3.,request_maintenance
sira ang globe sa st. peter nakakainis!,unrelated_internet
problem sa metro sa bangcud.,broken_meter
hindi nakolekta ang basura nakakainis?,unrelated_garbage
walang signal?,unrelated_internet
patay sindi kuryente.,unrelated_electricity
ngayon na may leak!,report_leak
hindi makaakyat sa 2nd floor...,low_pressure
sira ang kalsada.,unrelated_road
nanakaw na metro?,broken_meter
mabaho ang basura sa casisang,unrelated_garbage
sira ang kalsada sa busdi ngayon na!,unrelated_road
bagong connection tulong!!!,request_maintenance
nagbubuhos ang tubig!!!,report_leak
nakakainis paayos ng kalsada sa barangay 2!,unrelated_road
guba ang metro sa barangay 8.,broken_meter
hindi malinis ang tubig sa barangay 8,contaminated_water
grabe magpapakabit ng tubig sa mapayag?,request_maintenance
magkano bill ko sa casisang!!!,check_bill
maduming tubig sa casisang ngayon na!!!,contaminated_water
walang tubig sa barangay 7!!!,no_supply
nawalan ng tubig.,no_supply
check ng bill sa maligaya!!!,check_bill
please lang magpapakabit ng tubig.,request_maintenance
balance ko sa barangay 1!,check_bill
traffic jam!!!,unrelated_road
mahina ang daloy...,low_pressure
ayaw umikot ng metro sa barangay 2!!!,broken_meter
hindi makaakyat sa 2nd floor sa can-ayan please lang?,low_pressure
tuyo ang gripo please lang!,no_supply
magandang araw!!!,greeting
maling reading sa barangay 1?,bill_dispute
magkano bill ko sa aglayan!!!,check_bill
maling bill!!!,bill_dispute
walang wifi sa zamboanguita.,unrelated_internet
magkano bill ko sa busdi!,check_bill
guba ang metro.,broken_meter
magkano bill ko sa zamboanguita agad!,check_bill
mahina ang daloy sa silae?,low_pressure
tulong po sa caburacanan!!!,reach_admin
tuyo ang gripo paki!!!,no_supply
pa-check ng linya...,request_maintenance
paki saan itatapon ang basura sa st. peter...,unrelated_garbage
tulong may leak sa silae.,report_leak
tulong tuyo ang gripo sa maligaya?,no_supply
kumusta,greeting
message sa support sa kibalabag...,reach_admin
maintenance request ngayon na...,request_maintenance
hi sa barangay 11 tulong?,greeting
magpapakabit ng tubig sa barangay 6!,request_maintenance
kailan babalik ang kuryente sa sumpong ngayon na!,unrelated_electricity
message sa support sa caburacanan,reach_admin
magandang umaga sa casisang,greeting
may leak sa barangay 1?,report_leak
collection ng basura sa kulaman!!!,unrelated_garbage
problem sa metro sa barangay 11 tulong...,broken_meter
nakakainis walang pressure sa barangay 8,low_pressure
maintenance request sa san jose...,request_maintenance
ngayon na maputik sa kulaman?,contaminated_water
paki maputik sa aglayan...,contaminated_water
magkano babayaran?,check_bill
grabe gusto ko kumain...,unrelated_general
grabe hi.,greeting
hindi gumagana ang street light!,unrelated_road
tulong paki-patay ang tubig...,emergency_shutoff
mababa ang pressure!!!,low_pressure
paki bakit ang laki ng bill sa mapayag.,bill_dispute
isara ang valve sa barangay 8!!!,emergency_shutoff
tulong po nakakainis!,reach_admin
baha sa loob...,emergency_shutoff
agad tuyo ang gripo?,no_supply
paki-patay ang tubig sa miglamin,emergency_shutoff
may lubak?,unrelated_road
mahinang tulo.,low_pressure
please lang magkano bill ko!,check_bill
grabe mabaho ang basura sa maligaya!,unrelated_garbage
collection ng basura sa caburacanan?,unrelated_garbage
may asong pagala-gala...,unrelated_general
maling reading sa san jose!!!,bill_dispute
walang kuryente sa barangay 8,unrelated_electricity
sira ang tubo?,report_leak
tulong saan itatapon ang basura...,unrelated_garbage
maintenance request grabe!!!,request_maintenance
tulong hindi nakolekta ang basura?,unrelated_garbage
baha sa loob!!!,emergency_shutoff
sira ang tubo sa miglamin.,report_leak
mabaho ang tubig sa mapulo!!!,contaminated_water
ngayon na maintenance request sa manalog.,request_maintenance
emergency stop!,emergency_shutoff
ngayon na mababa ang pressure sa laguitas!,low_pressure
